""	"LU1"	"LU2"	"LU3"	"LU7"	"LU8"	"LU9"	"LU13"	"LU14"	"LU15"	"LU19"	"LU20"	"LU21"	"LU25"	"LU26"	"LU27"	"LU31"	"LU32"	"LU33"
"Col4a2"	718.2516335	643.6743436	736.9895691	685.277972	594.1445431	631.246442	558.1879002	814.4003447	825.1290206	824.4425168	769.7720504	736.0403182	689.1347798	703.0035609	804.9211436	751.2793809	839.8654964	753.7790357
"Limch1"	969.5208831	780.0322564	921.7181961	651.7223859	771.2617197	845.1762058	738.7971526	812.4321745	781.6306473	746.8114997	786.0321305	824.3814963	695.7971723	753.630026	788.0287153	794.451523	927.8977054	836.0388977
"Por"	220.6203406	255.1165118	318.7446016	426.7945324	376.1185043	411.2816086	464.3093706	415.1530937	497.5427731	389.5949573	370.225816	412.163515	302.285018	330.2661274	281.5357911	285.1797857	264.944092	255.9246456
"Car3"	248.0186821	46.78186902	59.66191112	50.61868448	72.66885216	36.23251449	69.9595106	39.99927332	39.14624048	28.67750064	106.2034538	42.63965389	493.4539668	113.6219972	46.22515856	95.17319699	85.27439669	24.70595671
"Srsf5"	550.311099	587.6771664	516.2163592	600.5883112	731.2429188	714.7352542	585.6885918	645.4126501	635.1998347	488.3760721	450.4592139	519.6594862	481.2459163	469.5351168	490.870459	610.3481476	556.9376276	637.9647474
"Nr1d2"	33.61809872	24.13974624	35.92808957	180.1733198	160.0779868	196.4367708	224.7780359	226.3516789	245.5353602	136.8315373	137.5509238	153.523674	40.95186821	50.44776392	36.33461299	16.05640264	15.82092602	16.2827974
"Ucp2"	379.1799806	374.6680456	398.746348	513.5470237	442.2518912	396.7574071	531.6435455	509.6391894	486.995908	508.5378013	408.509435	447.8333445	382.4929175	389.2239961	353.4654145	378.2894487	357.5497717	364.3069787
"mt-Atp8"	865.3985697	759.5879696	670.0798729	598.9075804	853.6399766	667.67133	793.5244895	675.6110417	699.9153984	714.1417241	805.2571611	737.4155913	860.2252178	744.4775796	668.7439329	840.8325357	725.5705503	776.666895
"Gprc5a"	607.438964	589.5495155	598.1514456	407.9345501	568.3683919	523.5510606	652.4647857	675.2216468	636.6788774	596.0108802	595.3285344	717.1547617	471.7788515	549.8830832	540.1602871	609.6185302	545.8542996	553.0420994
"Dbp"	2.507315782	2.043085808	2.897769843	138.3816453	107.6779275	146.913585	218.1288806	247.5255561	240.6962104	24.48275479	29.44635762	44.30025587	5.428159023	6.31103676	2.957005839	2.211144379	2.883274996	2.11350117
"Calr"	493.9695649	578.2706587	615.9144275	436.8332172	419.2322023	373.6719336	441.2732329	347.1827918	334.1463975	428.8799586	421.9545524	399.1949749	546.3152011	473.9756254	514.5854867	544.0933451	572.8627114	560.2895755
"Scnn1a"	302.2667875	260.1804231	357.9921891	238.596485	297.3817613	298.8626772	388.1145995	364.8502983	383.0919164	492.6575912	439.6923614	553.5288345	368.7025795	425.492346	421.6988977	376.9115503	355.9187565	347.7851297
"Hsph1"	79.79513389	119.0361262	133.5880859	46.30578215	38.76970933	47.73593165	79.00021465	29.82534763	43.5790258	214.5204033	298.6936145	182.6785961	253.2380589	188.1502014	159.2972796	107.8134719	116.822349	114.8088477
"Gsta3"	201.3116098	230.0092574	217.0415051	224.6244587	188.1914533	182.2797687	265.0663796	210.4191901	218.3399586	401.534392	359.4001074	400.0590078	395.0865427	385.2551112	341.8452288	311.3707005	264.9393576	290.4661238
"Cdh5"	689.5587362	704.0416142	820.2536867	795.909788	722.0946033	694.9779727	627.0081408	758.5031013	733.8514876	679.1149614	707.1157148	634.6037184	665.0129199	684.2073934	815.0639966	785.8539671	839.5640703	844.5676431
"Abca3"	609.6163698	429.9234451	558.8075272	599.9250318	501.3933711	493.3718132	425.0592953	482.843007	481.377531	362.2797262	403.0946822	375.3047119	389.1952992	432.1847347	542.0036762	523.4700557	613.9639779	559.9188378
"Atp2a2"	575.47914	509.124194	397.578615	459.3605947	399.2773522	388.262426	383.1181979	393.6637036	401.8107406	311.1427689	431.1164712	382.381612	657.0684056	438.0972249	486.4070981	447.5500821	436.5399861	275.9207513
"Atp1b1"	313.9843172	322.7269852	341.079944	346.330183	356.0345146	370.1221221	418.5365686	339.7425031	403.959199	507.9487309	415.3069877	467.8187481	380.7551167	420.9910421	379.2705215	412.641113	351.3752706	352.0518751
"Npnt"	746.8027513	755.2185156	741.6022541	775.1418462	736.3595185	770.6353624	742.294775	797.0550125	940.0278088	748.6118682	765.1812816	757.1695133	602.966026	649.3176831	658.9357735	677.9368666	736.8038023	671.6917891
"Itm2b"	1281.959804	1373.559874	1509.920109	1322.552294	1401.302616	1233.726542	1441.119302	1341.699168	1327.389965	1418.474544	1388.784116	1439.265953	1421.795545	1455.87641	1352.551416	1396.371415	1341.459868	1427.071818
"App"	1066.831237	1016.024974	1205.842457	1020.084867	1057.15284	1001.814403	1057.226288	1062.088805	1116.223115	1159.393608	1221.193845	1187.241906	1114.685662	1166.057537	1207.108577	1146.447031	1212.630186	1175.587127
"mt-Rnr2"	555.0165422	583.3518354	408.2741525	372.0501871	456.9220375	435.4569822	447.2309156	442.7971032	400.6735404	559.2267828	578.4045839	518.1084357	708.7669919	606.0885858	516.4789628	506.155048	473.346325	504.3159023
"Akr1c14"	77.34616582	75.36204964	85.66455091	34.75075831	79.05792214	69.52418364	88.04021239	73.62046419	86.70825884	290.4723933	178.6241912	241.9162237	226.2078511	193.2207697	198.9104851	124.9887016	125.5929022	105.3203367
"Ndst1"	536.6451919	332.5075791	490.5912024	274.3189952	346.7169818	392.5485863	312.9616282	458.6587379	428.7412298	300.7454995	369.0145213	339.296944	321.4082321	317.1761148	432.3332587	363.611547	498.2202926	390.1376052
"C4b"	546.1869517	335.1255426	308.5374398	381.6877308	332.7921713	441.533646	371.2960647	318.5625699	319.8771096	338.3169054	341.3939657	242.8155359	331.5556064	383.3637039	327.8058875	342.0092087	377.7532126	344.2224892
"Xdh"	226.5914385	189.701956	220.6942409	230.6815635	242.3310005	235.1239975	280.9328152	273.8954026	295.7880699	452.7355474	321.4417786	361.2072347	286.6941801	301.1814409	351.0214494	283.4970265	292.4401513	273.9395293
"Sftpd"	709.5660037	672.9560156	715.0429109	853.6899849	710.978579	646.0280081	765.1585743	735.5730106	739.6851447	829.8803071	781.6603314	716.3092968	720.511958	791.2192905	685.7674301	802.2507775	751.4900404	820.8600087
"Vwf"	471.0743582	423.1010093	525.1689782	607.230625	356.7893133	362.0313854	475.4103664	482.0696676	450.2078225	468.3265133	531.2735776	486.9153614	454.6057263	514.4327056	587.4035694	540.4681528	585.1067667	559.1316877
"Spock2"	511.6750969	426.9921445	454.2929106	236.604743	423.6385343	396.700215	430.2174407	534.2946083	471.2401325	466.6686504	562.7317982	529.7561691	402.9732949	441.5643956	454.7801957	438.5681365	455.9867054	428.4582346
"Eng"	440.8818701	553.822691	660.5716707	553.6928769	402.5748649	445.5832388	509.1371366	504.4577544	481.0636067	606.8603583	635.3778338	635.5624484	564.6060482	583.5071473	648.2007703	586.4201914	545.1977904	537.8365173
"mt-Nd6"	675.7668635	648.1582615	520.6223807	530.1689937	693.5720093	536.6714553	738.5930305	580.5768863	569.671542	515.9904241	573.0828615	543.8381729	580.8850947	524.4583927	417.1760877	600.3949854	502.0701828	558.4821553
"Rpl41"	544.309464	581.810089	513.5476554	536.673574	577.7710901	536.8826762	688.6389028	640.4225818	590.5059432	586.1920991	531.7963202	620.2456697	558.2418465	609.5637397	476.5563413	600.7468405	419.0738416	576.8707425
"Rps3a1"	893.9491422	798.010772	741.7114665	749.6351069	846.7794358	815.5370341	951.5927241	851.5042883	757.7320716	763.9453363	804.7242927	817.9656185	778.3545588	797.6328808	688.283483	793.837584	682.93927	812.5270128
"Pdzd2"	373.8970586	390.5523183	469.3815881	480.1120338	388.7463525	431.9981581	383.5448061	473.6888963	485.9858906	454.8604338	412.6774531	396.5081791	427.3602681	420.0981505	530.3282543	448.4646644	593.5869408	494.9905159
"Cyp1a1"	14.58692848	14.35531559	26.4630122	303.0018585	9.935955658	6.335978185	8.435400657	9.174700846	6.297098813	8.853693308	17.93969136	15.10634083	21.40160924	28.77027072	25.34777049	11.17260528	9.981781253	30.70360204
"Akap2"	536.0982502	405.9422858	514.3188632	286.9200327	426.0626848	398.234004	405.1075915	535.1630255	461.815578	518.9555295	495.3423003	544.3314639	420.3438974	415.7116821	530.7518874	439.2254549	541.1608897	450.0339792
"Myh9"	756.3750483	585.6577407	705.6920866	663.045738	634.6337015	685.237113	632.5215577	711.5140988	754.3967806	773.8149115	820.073054	722.5735356	709.9711101	706.6727683	871.1239965	697.2346743	886.4255743	733.9852045
"Hspa1b"	18.67726682	27.33194792	33.24762447	7.978393278	11.39434243	25.97627573	10.31346566	8.353519701	15.72785734	154.3907745	253.7250919	111.4794354	88.7877973	82.27621924	43.9979251	21.22096112	17.20732836	15.81240547
"Sepp1"	1026.532598	1027.970151	1076.81665	976.1503877	1094.922275	945.641332	1122.851205	1009.751224	966.1883768	1075.791462	1012.197421	1083.289336	1022.329942	1031.200194	1016.572453	1030.309534	989.2300304	1017.248934
"Mal2"	556.7702454	513.2602438	554.8361151	280.9752728	462.3742888	433.089358	403.700632	416.5489805	401.6395091	414.9052326	415.0044805	437.1759068	428.1427722	425.2534637	448.3437812	509.7507182	454.4732622	525.5713296
"Scgb3a1"	267.8192788	281.8217855	189.1878546	171.92898	273.4670014	157.5727684	244.2056613	224.82559	291.6133726	231.2648185	233.141943	216.3486474	276.1518511	351.4155003	176.8665847	234.2571909	165.2683127	111.225446
"Adgre5"	518.6822756	646.4911802	708.1838102	520.1455421	580.1390204	531.5118153	498.1300794	617.8485786	633.7133472	712.9833365	741.4812957	648.25123	686.1721257	613.3557658	761.3936619	575.2090267	635.2452934	613.2831111
"Slco2a1"	464.8486026	474.7619846	493.3091917	537.2581484	443.6434816	468.7817968	536.9768546	597.5764261	617.9941755	668.5377961	578.5260931	627.4469757	480.1296755	550.4296262	605.0388769	546.9678328	517.4492275	516.8972551
"Lyve1"	135.5351958	140.522099	186.2704825	265.2799897	151.1545523	165.5640688	233.807439	175.9544113	229.4892357	352.5583004	299.4574769	327.0995965	273.9647893	255.3602558	254.0698551	245.7015199	203.054681	216.2213131
"Ltbp4"	661.1046828	646.1784825	732.0089221	651.291413	603.400846	727.2518819	724.6809408	662.6308082	707.6146099	748.1011054	725.0098403	785.1781682	726.6426428	744.2939657	785.4152969	684.0178149	798.229238	710.6803395
"Clic4"	645.9211899	714.7251305	761.1159953	806.9544993	648.247909	644.4779714	743.3634145	672.1155715	695.0104858	874.0831646	786.5542402	865.1179258	742.0908032	748.5115584	809.9588667	730.5410156	745.6643099	739.0343546
"Lamp3"	737.5412787	510.3289432	589.3634853	612.6657071	608.8074531	539.3542862	668.7853755	589.3634034	648.1278096	555.3699588	618.9880173	543.7304782	490.436019	541.1445356	525.3687044	627.3866116	648.983065	621.9429493
"Rpl13a"	772.123478	718.1686413	715.8796462	727.5717077	786.6421338	767.6392747	894.7937946	865.4692125	802.9216657	786.7737556	763.1472686	768.5882408	732.2885206	777.0497019	641.4530674	732.7780671	634.3339133	774.8547294
"Fmo1"	413.976485	487.7341407	465.3586502	374.5598583	506.1142025	433.1647476	437.897095	497.6018608	445.6701889	588.4834772	547.1938117	582.8112572	574.4527632	563.6645648	579.7917486	556.2160797	515.1001554	570.349319
"Errfi1"	101.3996019	94.24092986	142.9086668	117.7736522	123.9907072	165.2521117	152.597196	98.08572752	151.0658495	163.4892671	147.7007376	151.9169193	104.2028803	124.8144616	124.6333257	224.1582257	156.6074407	131.7761751
"Aqp1"	928.5956875	892.679503	1046.800594	794.667012	825.2854867	799.5043901	860.619227	853.5269616	821.8830678	918.1301125	925.0044586	809.6626087	920.1141777	895.061852	919.6554979	874.1852688	890.0813523	888.7026251
"Col1a2"	481.3408293	547.9958998	476.6640971	558.6696932	494.6269018	515.5766579	506.7907914	489.834553	615.2947984	473.9978153	442.1377336	417.1694594	472.5040871	449.3818032	452.7144577	499.4179863	552.5061902	461.8833475
"Cd93"	410.7799028	431.501641	502.9781323	530.773879	358.2131886	363.8394366	392.8835708	364.9550655	424.6924744	562.9135877	469.111506	459.1313797	464.3586395	469.9655962	550.2160729	611.5181864	474.4952161	482.4767857
"Mfap4"	357.4713592	499.6422296	405.5214391	448.1108697	408.1017055	405.108758	470.0163151	351.8409964	440.6871054	398.0627566	329.6056766	360.7436525	372.5889341	357.9457684	298.0176932	346.5086164	305.3359814	341.9286613
"Fhl1"	564.3396344	682.0063422	621.1644651	550.0616606	649.9200441	678.3701579	662.7457614	571.8218599	544.4229676	537.961693	522.1958292	574.0613764	549.1401148	523.2578403	553.7525901	615.9802396	570.4844435	593.7437542
"Sema3c"	634.7533284	478.914021	495.3987896	429.6158497	452.5184887	422.3027922	476.1569308	556.4537818	552.864182	586.2435987	601.1780623	515.847467	458.3449601	560.8188565	565.846964	519.6478486	520.1115619	570.0604403
"Ly6e"	773.9982391	831.8479819	808.7365358	890.8983676	809.8839205	686.4998893	868.1901104	852.0577983	791.3486528	771.3521033	728.8943369	789.4537696	699.8118871	730.7347858	697.3258262	792.5066799	724.6228729	751.4798691
"Acer2"	292.2484305	279.3048573	359.7076643	410.2988711	235.7894123	310.6611538	410.2035821	271.030958	310.2900093	370.5669242	436.7951268	385.9900016	236.6099713	305.7674896	313.1224366	402.8789407	231.9213612	325.8433929
"Acvrl1"	526.1916809	620.4509485	683.8871246	603.9497726	575.2656707	539.3113921	542.9394815	606.8595277	591.8844805	710.2834892	738.9466901	686.610331	698.8333868	686.9738837	780.0274329	603.1266826	616.5829132	676.3951152
"Atp11a"	533.665096	483.5124028	582.8208205	598.0132641	519.9983785	616.9640072	540.0280922	553.6202224	651.4426272	610.5845533	635.4189697	571.3170197	545.7632519	613.1985579	691.869151	610.3716447	738.5855305	622.4969797
"Vim"	699.8328416	756.2781066	794.7629452	670.8597396	779.2789505	721.6165073	879.8603879	799.1303723	832.4547489	770.0455663	832.6922887	794.5457459	819.066492	762.0240672	733.6384383	703.9259467	770.4909331	728.6892914
"Son"	561.4058895	507.0689584	461.1475309	553.6103637	565.4532883	686.7761013	482.1704116	600.386973	692.2459663	579.388512	549.1037841	536.1157238	489.3686539	486.6425278	563.6506254	518.3103172	580.4954205	555.0037464
"Ighm"	159.2390909	66.85590648	65.67027503	80.8312159	83.57892112	71.71893165	65.76193997	167.0522263	64.80117941	39.96507776	38.26526611	30.35875027	395.701191	103.0841563	42.47565456	45.01757407	80.13121486	58.87313813
"Chil3"	295.9041602	180.9125306	308.3184549	227.8170854	233.7103762	174.8987344	315.7536518	287.7676714	267.9486891	339.0541253	325.5522063	310.9967707	279.4595969	330.5989659	325.9498596	300.2426796	292.9017593	300.5697627
"Elovl1"	363.44791	313.3518112	374.4087777	461.6735036	410.1684956	347.7853456	402.8092751	354.2324745	377.7496191	221.9779644	247.4300304	234.739675	266.211828	275.0517713	274.7394055	328.7224602	342.8288143	347.6368346
"Col1a1"	313.0311228	370.1981959	356.3450416	426.3318237	320.8857236	327.3983008	299.8547262	317.5324599	407.2448577	272.9611284	226.2361713	216.2657102	267.7664686	234.705842	259.5475949	312.2762454	356.2943556	277.1219413
"Tmem100"	387.8034455	442.9621054	494.136966	374.5122546	346.5878422	351.9720695	471.2304534	384.8014877	415.2815688	560.6172712	591.7098392	568.1127944	446.3027905	474.2206487	486.7272805	434.8953473	347.7076565	407.4317749
"Cyp2a5"	64.08269437	60.22083344	24.39077632	126.3404282	134.7037269	54.09790626	151.7524552	154.30999	120.4265863	75.81936103	225.7539317	201.0789078	144.3618769	177.1671429	104.1243346	62.99170766	41.86114445	25.71495628
"Rplp1"	679.1766603	644.9615836	618.0650723	598.8504559	654.6993223	625.6383637	782.8953055	700.9622844	621.8288915	660.585698	615.0528919	657.3699959	640.5454746	670.716992	571.7380387	654.5162084	555.5172951	709.3083136
"Bmpr2"	652.8209434	582.7091746	525.4002846	542.6900569	573.6697948	572.8636753	575.743111	654.7496493	596.9773755	666.0968576	638.4801151	644.5438107	581.1447774	596.16361	713.3517961	587.5721555	648.6713809	628.6553769
"Bcam"	770.9614314	681.0503443	721.5637332	569.6750521	659.1796868	680.8970102	706.9703429	688.249722	741.9533411	731.2797936	744.8569726	792.0712447	667.1851709	705.6466184	703.2112836	723.6973129	707.689353	717.6941026
"Ehd4"	471.0552725	497.7666832	503.1153479	570.1168152	535.2223778	499.4341791	537.8491413	663.9673471	542.3706718	542.9874867	496.5187877	555.0631738	410.6966345	508.8856009	488.1690373	553.6169307	514.1714157	520.290246
"Kdr"	477.7505363	465.3330957	505.268233	528.6577324	448.7500619	457.2088392	399.7319042	469.4128195	437.2432438	389.911715	443.205369	409.0050909	432.0103664	425.7257014	547.194937	427.4292707	531.8237816	502.5612752
"Psap"	962.8005352	961.7907971	973.9340596	1155.75754	976.123313	914.2876962	992.5725404	1008.862822	942.9604576	938.0703229	954.9292586	950.0370136	938.9880767	956.3981041	955.9573437	947.5820074	958.1791945	973.065311
"Bpifb1"	176.9866114	209.2541913	84.76564859	113.9691582	223.1810463	92.57976125	168.2390266	104.4765274	181.5717259	115.3809079	123.9178469	135.4563493	225.2811886	302.8818652	99.98724146	143.0200719	110.1033871	53.59324087
"H2-Aa"	498.2605757	419.0730288	440.5237433	545.37491	520.2922824	450.3737297	551.5027233	407.7673081	408.7195576	398.2574673	429.7861988	412.4457493	370.648719	379.6791441	365.0509606	388.1184976	425.6144728	467.8465884
"Plvap"	359.607867	412.2371643	489.7947917	584.1764325	385.4438301	379.1604284	386.9993439	416.6985615	356.5150574	347.3744806	352.9284778	334.0817996	355.6468574	399.7593807	354.7456758	435.4906091	366.1009625	417.9085241
"Rpl13"	479.1328864	548.4256193	523.0636986	570.8594341	578.7719219	521.840496	616.4269855	549.1709466	575.403453	506.8594797	468.3628322	512.8084973	531.8707194	554.7780208	421.877713	514.2362686	476.4371263	552.6013665
"Atp8a1"	434.6304851	402.7008455	422.4751289	323.6752274	355.5435615	335.9738708	315.682315	318.37302	361.504345	428.8199933	404.8147965	406.7589767	379.1392582	400.4447088	459.5543769	445.8444282	502.2564041	456.5322686
"Per3"	27.34217499	27.77573557	27.69291219	96.91304172	89.32229314	134.558785	164.956121	176.0834021	193.456802	136.411075	143.558034	156.939575	61.96543443	73.04209841	60.24249905	32.31584497	38.02072315	33.66475777
"Ppia"	664.796948	702.9379002	643.7904805	647.0857778	717.275804	661.2827091	811.7775297	680.1905194	709.3598058	718.7548158	739.8390232	750.9919254	656.6571589	708.7195413	588.7208108	681.5656738	576.0126932	679.1421329
"Ctnnb1"	1074.352094	1035.196728	1089.346957	1049.814379	1020.1755	980.7865461	951.8413435	946.7031644	953.1046806	910.7713177	995.4399131	916.2586487	900.5333098	963.5166736	974.5850294	1054.894809	1053.990091	1033.752394
"Lpcat1"	582.058799	494.2649812	550.5628287	571.781678	513.8948629	465.5764378	487.7791796	527.2225187	538.2152069	401.0250401	418.1314433	392.1496404	400.5492602	438.6769289	477.0984044	491.2240998	527.5596278	520.9018148
